BOM Variant,vad_description1,Component Variant,Quantity,Build per,Time (hrs)
188-2-GRN-32-BED,The Warley Fall Two Gallon - Bed Rose Set,320-1,1.0,1,0.0
188-2-GRN-32-BED,The Warley Fall Two Gallon - Bed Rose Set,320-2,1.0,1,0.0
188-2-GRN-32-BED,The Warley Fall Two Gallon - Bed Rose Set,320-3,1.0,1,0.0
188-2-GRN-32-POT,The Warley Fall Two Gallon - Pot Rose Set,188-2-GRN,1.0,1,0.0
188-2-GRN-32-POT,The Warley Fall Two Gallon - Pot Rose Set,325-1,1.0,1,0.0
188-2-GRN-32-POT,The Warley Fall Two Gallon - Pot Rose Set,325-4,1.0,1,0.0
188-2-GRN-32-POT,The Warley Fall Two Gallon - Pot Rose Set,325-2,1.0,1,0.0
188-2-GRN-32-POT,The Warley Fall Two Gallon - Pot Rose Set,325-3,1.0,1,0.0
188-2-GRN-32-STARTER,The Warley Fall Two Gallon - Starter Rose Set,188-2-GRN,1.0,1,0.0
188-2-GRN-32-STARTER,The Warley Fall Two Gallon - Starter Rose Set,325-4,1.0,1,0.0
188-2-GRN-32-STARTER,The Warley Fall Two Gallon - Starter Rose Set,320-1,1.0,1,0.0
188-2-SAG,The Warley Fall - Two Gallon in Sage,10522,1.0,1,0.0
188-2-SAG,The Warley Fall - Two Gallon in Sage,11028,1.0,1,0.0
188-2-SAG,The Warley Fall - Two Gallon in Sage,11021,1.0,1,0.0
188-2-SAG,The Warley Fall - Two Gallon in Sage,11104,1.0,1,0.0
188-2-SAG,The Warley Fall - Two Gallon in Sage,11538,1.0,1,0.0
188-2-SAG,The Warley Fall - Two Gallon in Sage,10223,1.0,1,0.0
188-2-SAG,The Warley Fall - Two Gallon in Sage,10284,1.0,1,0.0
188-2-SAG,The Warley Fall - Two Gallon in Sage,10771,1.0,1,0.0
190-1,The Warley Fall - One Gallon Copper,11029,1.0,1,0.11111
190-1,The Warley Fall - One Gallon Copper,10434,1.0,1,0.11111
190-1,The Warley Fall - One Gallon Copper,10223,1.0,1,0.11111
190-1,The Warley Fall - One Gallon Copper,10284,1.0,1,0.11111
190-1,The Warley Fall - One Gallon Copper,10773,1.0,1,0.11111
198-1-2-GRN,The Bearwood Brook One & Two Gallon,198-1-GRN,1.0,1,0.0
198-1-2-GRN,The Bearwood Brook One & Two Gallon,198-2-GRN,1.0,1,0.0
198-1-6014,The Bearwood Brook - One Gallon in Yellow Olive,11250,1.0,1,0.0748
198-1-6014,The Bearwood Brook - One Gallon in Yellow Olive,ZNS10655,2.0,1,0.0748
198-1-6014,The Bearwood Brook - One Gallon in Yellow Olive,11114,1.0,1,0.0748
198-1-6014,The Bearwood Brook - One Gallon in Yellow Olive,11020,1.0,1,0.0748
198-1-6014,The Bearwood Brook - One Gallon in Yellow Olive,10445,1.0,1,0.0748
198-1-6014,The Bearwood Brook - One Gallon in Yellow Olive,10284,1.0,1,0.0748
198-1-6014,The Bearwood Brook - One Gallon in Yellow Olive,11257,1.0,1,0.0748
198-1-6014,The Bearwood Brook - One Gallon in Yellow Olive,11276,1.0,1,0.0748
198-1-GRA,The Bearwood Brook - One Gallon in Graphite,11020,1.0,1,0.068318318
198-1-GRA,The Bearwood Brook - One Gallon in Graphite,11114,1.0,1,0.068318318
198-1-GRA,The Bearwood Brook - One Gallon in Graphite,ZNS10655,2.0,1,0.068318318
198-1-GRA,The Bearwood Brook - One Gallon in Graphite,10445,1.0,1,0.068318318
198-1-GRA,The Bearwood Brook - One Gallon in Graphite,10284,1.0,1,0.068318318
198-1-GRA,The Bearwood Brook - One Gallon in Graphite,10703,1.0,1,0.068318318
198-1-GRA,The Bearwood Brook - One Gallon in Graphite,11257,1.0,1,0.068318318
198-1-GRN,The Bearwood Brook - One Gallon in HAWS Green,10445,1.0,1,0.076399358
198-1-GRN,The Bearwood Brook - One Gallon in HAWS Green,11114,1.0,1,0.076399358
198-1-GRN,The Bearwood Brook - One Gallon in HAWS Green,ZNS10655,2.0,1,0.076399358
198-1-GRN,The Bearwood Brook - One Gallon in HAWS Green,11020,1.0,1,0.076399358
198-1-GRN,The Bearwood Brook - One Gallon in HAWS Green,10284,1.0,1,0.076399358
198-1-GRN,The Bearwood Brook - One Gallon in HAWS Green,10698,1.0,1,0.076399358
198-1-GRN,The Bearwood Brook - One Gallon in HAWS Green,11257,1.0,1,0.076399358
198-1-GRN-2,2 x The Bearwood Brook,198-1-GRN,2.0,1,0.0
198-2-4009,The Bearwood Brook - Two Gallon in Pastel Violet,10455,1.0,1,0.085909091
198-2-4009,The Bearwood Brook - Two Gallon in Pastel Violet,11300,1.0,1,0.085909091
198-2-4009,The Bearwood Brook - Two Gallon in Pastel Violet,11021,1.0,1,0.085909091
198-2-4009,The Bearwood Brook - Two Gallon in Pastel Violet,ZNS10655,2.0,1,0.085909091
198-2-4009,The Bearwood Brook - Two Gallon in Pastel Violet,11114,1.0,1,0.085909091
198-2-4009,The Bearwood Brook - Two Gallon in Pastel Violet,10284,1.0,1,0.085909091
198-2-4009,The Bearwood Brook - Two Gallon in Pastel Violet,11257,1.0,1,0.085909091
198-2-4009,The Bearwood Brook - Two Gallon in Pastel Violet,11272,1.0,1,0.085909091
198-2-6014,The Bearwood Brook - Two Gallon in Yellow Olive,11021,1.0,1,0.080769231
198-2-6014,The Bearwood Brook - Two Gallon in Yellow Olive,11114,1.0,1,0.080769231
198-2-6014,The Bearwood Brook - Two Gallon in Yellow Olive,ZNS10655,2.0,1,0.080769231
198-2-6014,The Bearwood Brook - Two Gallon in Yellow Olive,11250,1.0,1,0.080769231
198-2-6014,The Bearwood Brook - Two Gallon in Yellow Olive,10455,1.0,1,0.080769231
198-2-6014,The Bearwood Brook - Two Gallon in Yellow Olive,10284,1.0,1,0.080769231
198-2-6014,The Bearwood Brook - Two Gallon in Yellow Olive,11244,1.0,1,0.080769231
198-2-6014,The Bearwood Brook - Two Gallon in Yellow Olive,11257,1.0,1,0.080769231
198-2-8004,The Bearwood Brook - Two Gallon in Copper Brown,10455,1.0,1,0.082152778
198-2-8004,The Bearwood Brook - Two Gallon in Copper Brown,ZNS10655,2.0,1,0.082152778
198-2-8004,The Bearwood Brook - Two Gallon in Copper Brown,11114,1.0,1,0.082152778
198-2-8004,The Bearwood Brook - Two Gallon in Copper Brown,11300,1.0,1,0.082152778
198-2-8004,The Bearwood Brook - Two Gallon in Copper Brown,11021,1.0,1,0.082152778
198-2-8004,The Bearwood Brook - Two Gallon in Copper Brown,10284,1.0,1,0.082152778
198-2-8004,The Bearwood Brook - Two Gallon in Copper Brown,11245,1.0,1,0.082152778
198-2-8004,The Bearwood Brook - Two Gallon in Copper Brown,11257,1.0,1,0.082152778
198-2-CRM,The Bearwood Brook - Two Gallon in Cream,11114,1.0,1,0.076921667
198-2-CRM,The Bearwood Brook - Two Gallon in Cream,ZNS10655,1.0,1,0.076921667
198-2-CRM,The Bearwood Brook - Two Gallon in Cream,11021,1.0,1,0.076921667
198-2-CRM,The Bearwood Brook - Two Gallon in Cream,10455,1.0,1,0.076921667
198-2-CRM,The Bearwood Brook - Two Gallon in Cream,10284,1.0,1,0.076921667
198-2-CRM,The Bearwood Brook - Two Gallon in Cream,11252,1.0,1,0.076921667
198-2-CRM,The Bearwood Brook - Two Gallon in Cream,11257,1.0,1,0.076921667
198-2-GRA,The Bearwood Brook - Two Gallon in Graphite,10455,1.0,1,0.068806452
198-2-GRA,The Bearwood Brook - Two Gallon in Graphite,11021,1.0,1,0.068806452
198-2-GRA,The Bearwood Brook - Two Gallon in Graphite,ZNS10655,2.0,1,0.068806452
198-2-GRA,The Bearwood Brook - Two Gallon in Graphite,11114,1.0,1,0.068806452
198-2-GRA,The Bearwood Brook - Two Gallon in Graphite,10284,1.0,1,0.068806452
198-2-GRA,The Bearwood Brook - Two Gallon in Graphite,10840,1.0,1,0.068806452
198-2-GRA,The Bearwood Brook - Two Gallon in Graphite,11257,1.0,1,0.068806452
198-2-GRN,The Bearwood Brook - Two Gallon in HAWS Green ,ZNS10655,2.0,1,0.07355157
198-2-GRN,The Bearwood Brook - Two Gallon in HAWS Green ,11114,1.0,1,0.07355157
198-2-GRN,The Bearwood Brook - Two Gallon in HAWS Green ,10455,1.0,1,0.07355157
198-2-GRN,The Bearwood Brook - Two Gallon in HAWS Green ,11021,1.0,1,0.07355157
198-2-GRN,The Bearwood Brook - Two Gallon in HAWS Green ,10284,1.0,1,0.07355157
198-2-GRN,The Bearwood Brook - Two Gallon in HAWS Green ,10705,1.0,1,0.07355157
198-2-GRN,The Bearwood Brook - Two Gallon in HAWS Green ,11257,1.0,1,0.07355157
198-2-GRN-2,2x The Bearwood Brook,198-2-GRN,2.0,1,0.0
2027,Injector Rod End Unit - 10mm Dia,10553,10.0,1000,0.0
2028,Injector Rod End Unit - 10mm Dia (pack of 10),11002,1.0,1,0.0
2028,Injector Rod End Unit - 10mm Dia (pack of 10),2027,10.0,1,0.0
2037,Valve Spindle Assembly - Trigger Unit,5623,1.0,1,0.0075125
2037,Valve Spindle Assembly - Trigger Unit,2093,1.0,1,0.0075125
2037,Valve Spindle Assembly - Trigger Unit,5634,1.0,1,0.0075125
2037,Valve Spindle Assembly - Trigger Unit,42,1.0,1,0.0075125
2050,Injector Rod End Unit - 12.5mm Dia.,10578,17.0,1000,0.034841076
2051,Snap-on Tailpiece with 6.3mm ID Hose Outlet,10578,53.0,1000,0.0
2167,Bush - to suit 10mm Dia Injector Rods,10550,45.0,1000,0.031094527
2168,Bush - to suit 12.5mm Dia Injector Rods,10550,45.0,1000,0.0359375
2226,Gapping Ring - Trigger Unit,10568,31.0,1000,0.033344262
2227,Pressure Pad – Control Valve,10631,45.0,1000,0.0325
2230,Injector Rod End Unit - 12.5mm Dia. (pack of 10),11002,1.0,1,0.0
2230,Injector Rod End Unit - 12.5mm Dia. (pack of 10),2050,10.0,1,0.0
2231,Conveyor Tube,10565,77.0,1000,0.051470356
2238,Gauge Guard Painted,2264,1.0,1,0.0
2239,Standard Manifold Block for All Looms,10560,563.0,1000,0.0
2250,Snap-on Inlet Adaptor - Conveyor Tube,10554,100.0,1000,0.062444444
2251,6.3mm ID Hose Inlet Adaptor - Conveyor Tube ,10554,83.0,1000,0.074046512
2264,Gauge Guard Welded,10561,168.0,1000,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),10978,1.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),76,1.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),79,4.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),5328,2.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),2081,2400.0,1000,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),5301,1.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),5299,3.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),5290,1.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),5275,1.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),5285,1.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),5302,8.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),5001,1.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),5013,1.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),5020,1.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),5257,2.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),5326,4.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),5327,4.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),5305,4.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),5303,4.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),82,1.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),86,1.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),907,1.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),2591,1.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),4701,1.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),2577,1.0,1,0.0
229,Eclipse Injection & Spray Pump – Euro Spec. (240V),10725,1.0,1,0.0
23,Acute Angle Bend,5531,1.0,1,0.0
23,Acute Angle Bend,401,1.0,1,0.0
23,Acute Angle Bend,406,1.0,1,0.0
23,Acute Angle Bend,407,1.0,1,0.0
23,Acute Angle Bend,421,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),10978,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),79,4.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),76,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),5299,3.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),5301,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),5290,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),5275,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),5257,2.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),5285,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),5302,8.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),5303,4.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),5002,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),5015,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),5013,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),5305,4.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),5326,4.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),5327,4.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),2082,2400.0,1000,0.0
230,Eclipse Injection & Spray Pump (110V),5328,2.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),82,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),86,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),907,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),2591,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),4701,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),2577,1.0,1,0.0
230,Eclipse Injection & Spray Pump (110V),10725,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),10978,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),5328,2.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),79,4.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),76,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),5327,4.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),5305,4.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),5326,4.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),5257,2.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),5013,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),5003,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),5001,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),5303,4.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),5302,8.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),5275,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),5290,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),5285,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),5301,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),5299,3.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),2081,2400.0,1000,0.0
231,Eclipse Injection & Spray Pump (240V),82,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),86,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),907,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),2591,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),4701,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),2577,1.0,1,0.0
231,Eclipse Injection & Spray Pump (240V),10725,1.0,1,0.0
234,Brass Piece – Cream Injector Nozzle,10578,51.0,1000,0.0
235,10mm Injector Nozzle Tube – Brass 380 mm (Sales Variant),236,1.0,1,0.0
2362,Top Machined - Control Valve,2268,1.0,1,0.0
238,Brass Spacer – Caulking Gun,10585,28.0,1000,0.0
2400,Conveyor Tube - Snap-on Inlet,2232,1.0,1,0.03052381
2400,Conveyor Tube - Snap-on Inlet,2231,1.0,1,0.03052381
2400,Conveyor Tube - Snap-on Inlet,2250,1.0,1,0.03052381
2401,Conveyor Tube – 6.3mm ID Hose Inlet,2232,1.0,1,0.031444444
2401,Conveyor Tube – 6.3mm ID Hose Inlet,2231,1.0,1,0.031444444
2401,Conveyor Tube – 6.3mm ID Hose Inlet,2251,1.0,1,0.031444444
2402,Adaptor - ¼” BSPM x 6.3mm ID Hose,10554,99.0,1000,0.0
2412,Packing Nut – Adjustable Nozzle,10572,29.0,1000,0.0
244,Aluminium Adaptor – 1L Cream Cartridge,10587,27.5,1000,0.0
2461,Hex Bottom Piece - to suit 10mm Dia. Injector Rods,10554,163.0,1000,0.080612245
2462,Hex Bottom Piece - to suit 12.5mm Dia. Injector Rods,10554,163.0,1000,0.085863014
2481,"Adaptor - 3/8"" BSP Male – 12.5mm ID Hose",10554,105.0,1000,0.0
25,Angle Bend,5531,1.0,1,0.06264
25,Angle Bend,401,1.0,1,0.06264
25,Angle Bend,406,1.0,1,0.06264
25,Angle Bend,407,1.0,1,0.06264
25,Angle Bend,421,1.0,1,0.06264
250-1-B-BLU,The Smethwick and Langley Brass and Blue,2915-B,1.0,1,0.0
250-1-B-BLU,The Smethwick and Langley Brass and Blue,WEB-150-1-BLU,1.0,1,0.0
250-1-B-DEB,The Smethwick and Langley Brass and Duck Egg Blue,2915-B,1.0,1,0.0
250-1-B-DEB,The Smethwick and Langley Brass and Duck Egg Blue,WEB-150-1-DEB,1.0,1,0.0
250-1-B-GRN,The Smethwick and Langley Brass and Green,2915-B,1.0,1,0.0
250-1-B-GRN,The Smethwick and Langley Brass and Green,WEB-150-1-GRN,1.0,1,0.0
250-1-B-RCL,The Smethwick and Langley Brass and Recycled Black,2915-B,1.0,1,0.0
250-1-B-RCL,The Smethwick and Langley Brass and Recycled Black,WEB-150-1-RCL,1.0,1,0.0
250-1-B-SAG,The Smethwick and Langley Brass and Sage,2915-B,1.0,1,0.0
250-1-B-SAG,The Smethwick and Langley Brass and Sage,WEB-150-1-SAG,1.0,1,0.0
2504,Hex Adaptor with Seals – Trigger Unit,5532,1.0,1,0.00875
2504,Hex Adaptor with Seals – Trigger Unit,5631,1.0,1,0.00875
2504,Hex Adaptor with Seals – Trigger Unit,153,1.0,1,0.00875
250-B-GRN,The Langley Sprinkler & Smethwick Spritzer - Green & Brass Gift Set,11026,1.0,1,0.0
250-B-GRN,The Langley Sprinkler & Smethwick Spritzer - Green & Brass Gift Set,SUB10077,1.0,1,0.0
250-B-GRN,The Langley Sprinkler & Smethwick Spritzer - Green & Brass Gift Set,10376,1.0,1,0.0
250-B-GRN,The Langley Sprinkler & Smethwick Spritzer - Green & Brass Gift Set,10378,1.0,1,0.0
250-B-GRN,The Langley Sprinkler & Smethwick Spritzer - Green & Brass Gift Set,10381,1.0,1,0.0
250-B-GRN,The Langley Sprinkler & Smethwick Spritzer - Green & Brass Gift Set,10382,1.0,1,0.0
250-B-GRN,The Langley Sprinkler & Smethwick Spritzer - Green & Brass Gift Set,ZZZ10396,1.0,1,0.0
250-B-SAG,The Langley Sprinkler & Smethwick Spritzer - Sage & Brass Gift Set,ZZZ10396,1.0,1,0.0
250-B-SAG,The Langley Sprinkler & Smethwick Spritzer - Sage & Brass Gift Set,10391,1.0,1,0.0
250-B-SAG,The Langley Sprinkler & Smethwick Spritzer - Sage & Brass Gift Set,10392,1.0,1,0.0
250-B-SAG,The Langley Sprinkler & Smethwick Spritzer - Sage & Brass Gift Set,10378,1.0,1,0.0
250-B-SAG,The Langley Sprinkler & Smethwick Spritzer - Sage & Brass Gift Set,10376,1.0,1,0.0
250-B-SAG,The Langley Sprinkler & Smethwick Spritzer - Sage & Brass Gift Set,SUB10093,1.0,1,0.0
250-B-SAG,The Langley Sprinkler & Smethwick Spritzer - Sage & Brass Gift Set,11026,1.0,1,0.0
250-N-BLU,The Langley Sprinkler & Smethwick Spritzer - Blue & Nickel Gift Set,11026,1.0,1,0.0
250-N-BLU,The Langley Sprinkler & Smethwick Spritzer - Blue & Nickel Gift Set,SUB10081,1.0,1,0.0
250-N-BLU,The Langley Sprinkler & Smethwick Spritzer - Blue & Nickel Gift Set,10377,1.0,1,0.0
250-N-BLU,The Langley Sprinkler & Smethwick Spritzer - Blue & Nickel Gift Set,10378,1.0,1,0.0
250-N-BLU,The Langley Sprinkler & Smethwick Spritzer - Blue & Nickel Gift Set,10385,1.0,1,0.0
250-N-BLU,The Langley Sprinkler & Smethwick Spritzer - Blue & Nickel Gift Set,10386,1.0,1,0.0
250-N-BLU,The Langley Sprinkler & Smethwick Spritzer - Blue & Nickel Gift Set,ZZZ10396,1.0,1,0.0
2577,Manifold Block – Inj. Pump,10567,541.0,1000,0.0
2578,Manifold Block – Inj. Pump (Old Hex Type),10567,541.0,1000,0.0
2591,Bottom Assembly - Control Valve,11139,1.0,1,0.0125
2591,Bottom Assembly - Control Valve,5276,1.0,1,0.0125
2603,Body Machined - Trigger Unit,2602,1.0,1,0.118558648
2617,Rod Lever - to suit 10mm & 12mm Injector Rods ,10960,1.0,1,0.037251656
2652,RS85 LEE VALLEY ROSE AND DOWNSPOUT SET,10522,1.0,1,0.003024194
2652,RS85 LEE VALLEY ROSE AND DOWNSPOUT SET,10520,1.0,1,0.003024194
2652,RS85 LEE VALLEY ROSE AND DOWNSPOUT SET,11144,1.0,1,0.003024194
290,"Eclipse Pump, Injection Loom and Spray Lance Kit (110V)",8046,1.0,1,0.0
290,"Eclipse Pump, Injection Loom and Spray Lance Kit (110V)",230,1.0,1,0.0
290,"Eclipse Pump, Injection Loom and Spray Lance Kit (110V)",8074,1.0,1,0.0
291,Eclipse Pump Injection Loom and Spray Lance Kit (240V),8046,1.0,1,0.0
291,Eclipse Pump Injection Loom and Spray Lance Kit (240V),231,1.0,1,0.0
291,Eclipse Pump Injection Loom and Spray Lance Kit (240V),8074,1.0,1,0.0
2915-B,The Smethwick Spritzer in Brass,11022,1.0,1,0.016105769
2915-B,The Smethwick Spritzer in Brass,10376,1.0,1,0.016105769
2915-C,The Smethwick Spritzer in Copper,10373,1.0,1,0.017066263
2915-C,The Smethwick Spritzer in Copper,11022,1.0,1,0.017066263
2915-N,The Smethwick Spritzer in Nickel,10377,1.0,1,0.01875
2915-N,The Smethwick Spritzer in Nickel,11022,1.0,1,0.01875
292,Eclipse Pump and Injection Loom Kit (110V),230,1.0,1,0.0
292,Eclipse Pump and Injection Loom Kit (110V),8074,1.0,1,0.0
293,Eclipse Pump and Injection Loom Kit (240V),231,1.0,1,0.0
293,Eclipse Pump and Injection Loom Kit (240V),8074,1.0,1,0.0
294,Eclipse Pump and Spray Lance Kit (110V),230,1.0,1,0.0
294,Eclipse Pump and Spray Lance Kit (110V),8046,1.0,1,0.0
295,Eclipse Pump and Spray Lance Kit (240V),231,1.0,1,0.0
295,Eclipse Pump and Spray Lance Kit (240V),8046,1.0,1,0.0
30,Circular Spray Nozzle,167,2.0,1,0.0
30,Circular Spray Nozzle,164,1.0,1,0.0
30,Circular Spray Nozzle,165,1.0,1,0.0
30,Circular Spray Nozzle,166,1.0,1,0.0
300,300 - Baby Brass Oval Rose,11299,1.0,1,0.005422535
3022,Inner Tube - to suit 250mm x 10mm Injector Rod,10551,57.0,1000,0.062121212
3027,Inner Tube - to suit 600mm x 12.5mm Injector Rod,10555,223.0,1000,0.0
3042,Outer Tube - to suit 250mm x 10mm Injector Rod,10516,76.0,1000,0.037216495
3045,Outer Tube - to suit 450mm x 12.5mm Injector Rod,10556,285.0,1000,0.035433071
3082,Outer Tube - to suit 250mm x 12.5mm Injector Rod,10556,153.0,1000,0.0
3086,Outer Tube - to suit 600mm x 12.5mm Injector Rod,10556,383.0,1000,0.0
3102,Inner Tube - to suit 250mm x 12.5mm Injector Rod,10555,98.0,1000,0.06
3108,Inner Tube - to suit 450mm x 12.5mm Injector Rod,10555,168.0,1000,0.0545
320-1,320-1 - Extra Fine Spray | Oval Brass Rose,11102,1.0,1,0.020122601
320-1,320-1 - Extra Fine Spray | Oval Brass Rose,11071,1.0,1,0.020122601
320-2,320-2 - Fine Spray | Oval Brass Rose,11103,1.0,1,0.020254065
320-2,320-2 - Fine Spray | Oval Brass Rose,11072,1.0,1,0.020254065
320-2A,320-2a - Fine Spray High Flow | Oval Brass Rose,11256,1.0,1,0.001125975
320-3,320-3 - Coarse Spray | Oval Brass Rose,11105,1.0,1,0.020659239
320-3,320-3 - Coarse Spray | Oval Brass Rose,11073,1.0,1,0.020659239
325-1,325-1 - Extra Fine Spray | Round Brass Rose,11106,1.0,1,0.03458
325-1,325-1 - Extra Fine Spray | Round Brass Rose,10232,1.0,1,0.03458
325-2,325-2 - Fine Spray | Round Brass Rose,11107,1.0,1,0.037615385
325-2,325-2 - Fine Spray | Round Brass Rose,11076,1.0,1,0.037615385
325-3,325-3 - Coarse Spray | Round Brass Rose,11108,1.0,1,0.031568047
325-3,325-3 - Coarse Spray | Round Brass Rose,11077,1.0,1,0.031568047
325-4,325-4 - Extra Coarse Spray | Round Brass Rose,11109,1.0,1,0.034411627
325-4,325-4 - Extra Coarse Spray | Round Brass Rose,10237,1.0,1,0.034411627
32-ALL,Brass Complete Rose Set,320-2A,1.0,1,0.0
32-ALL,Brass Complete Rose Set,325-1,1.0,1,0.0
32-ALL,Brass Complete Rose Set,325-4,1.0,1,0.0
32-ALL,Brass Complete Rose Set,320-1,1.0,1,0.0
32-ALL,Brass Complete Rose Set,320-2,1.0,1,0.0
32-ALL,Brass Complete Rose Set,320-3,1.0,1,0.0
32-ALL,Brass Complete Rose Set,325-2,1.0,1,0.0
32-ALL,Brass Complete Rose Set,325-3,1.0,1,0.0
32-BED,Brass Bedding Rose Set,320-2A,1.0,1,0.0
32-BED,Brass Bedding Rose Set,320-1,1.0,1,0.0
32-BED,Brass Bedding Rose Set,320-2,1.0,1,0.0
32-BED,Brass Bedding Rose Set,320-3,1.0,1,0.0
32-DELICATE,Brass Delicate Plants Rose Set,320-2,1.0,1,0.0
32-DELICATE,Brass Delicate Plants Rose Set,325-2,1.0,1,0.0
32-ESTABLISHED,Brass Established Plants Rose Set,320-2A,1.0,1,0.0
32-ESTABLISHED,Brass Established Plants Rose Set,325-3,1.0,1,0.0
32-HARDY,Brass Hardy Plants Rose Set,325-4,1.0,1,0.0
32-HARDY,Brass Hardy Plants Rose Set,320-3,1.0,1,0.0
32-POT,Brass Potting Rose Set,325-1,1.0,1,0.0
32-POT,Brass Potting Rose Set,325-4,1.0,1,0.0
32-POT,Brass Potting Rose Set,325-2,1.0,1,0.0
32-POT,Brass Potting Rose Set,325-3,1.0,1,0.0
32-SEED,Brass Seed Rose Set,325-1,1.0,1,0.0
32-SEED,Brass Seed Rose Set,320-1,1.0,1,0.0
32-STARTER,Brass Starter Set,325-4,1.0,1,0.0
32-STARTER,Brass Starter Set,320-1,1.0,1,0.0
33,Lance Extension – 600mm,5532,1.0,1,0.117
33,Lance Extension – 600mm,405,1.0,1,0.117
33,Lance Extension – 600mm,414,1.0,1,0.117
33,Lance Extension – 600mm,416,1.0,1,0.117
330-1,330-1 - Extra Fine Spray | Oval Plastic Rose,11162,1.0,1,0.003709677
