Variant code,Variant description,Estimated cost
ZNS1394,8x50mm METRIC PLAIN DOWEL PIN M6-TOL,0.3084
ZNS1395,10x50mm METRIC PLAIN DOWEL PIN M6-TOL,0.5092
ZNS1396,3x18mm METRIC PLAIN DOWEL PIN M6-TOL,0.0562
ZNS1397,10x100mm METRIC PLAIN DOWEL PIN M6-TOL,1.1544
ZNS1398,Starcke Sanding Discs P80,0.0
ZNS1399,"M10 x 65mm Socket Head Cap Screw, GR-12.9, Pack of 100",0.2473
ZNS1400,"M10 x 80mm Socket Head Cap Screw, GR-12.9, Pack of 100",0.4073
ZNS1401,bag of Cement,6.5
ZNS1402,16mm x 410mm SDS masoinry drill bit,15.14
ZNS1403,Affix tm A6 Printed Document Enclosed Wallets Clear 158x116mm,0.011
ZNS1404,Paddle Mixer,0.0
ZNS1405,Gorilla Tub (75 litre),12.9
ZNS1406,Black Frame Safety Specs,0.0
ZNS1407,Screeding Sand (25 kg),2.39
ZNS1408,Drive Belt (Made to sample),78.95
ZNS1409,"PP Press Fit Guide Pillar, Steel, Compatible with BP & BPB Press Fit Bushes",9.53
ZNS1410,Orange Hi-Vis executive vest XXXL,0.0
ZNS1411,Double Glazed window Units,26.292
ZNS1412,sand & gravel mix (25kg bag),2.39
ZNS1413,"M10 x 110mm Socket Head Cap Screw, GR-12.9,",0.4558
ZNS1414,"M10 x 120mm Socket Head Cap Screw, GR-12.9",0.5916
ZNS1415,"Flap Wheel Set, 30-60 x 15-30mm, P120/P40/P60/P80, Aluminium Oxide, 8 Pack",8.53
ZNS1416,sand and gravel mix (1 ton bag),47.0
ZNS1417,660 x 400 x 50mm Flash Ground Mild Steel,218.0
ZNS1418,680 x 480 x 35mm flash ground mild steel,213.0
ZNS1419,240 x 25mm round mild steel,17.0
ZNS1420,"Jobber Drill, 5/64in., Normal Helix, High Speed Steel, Black Oxide",0.89
ZNS1421,"Jobber Drill, 3/16in., Normal Helix, High Speed Steel, Black Oxide",1.09
ZNS1422,"Jobber Drill, 15/64in., Normal Helix, High Speed Steel, Black Oxide",1.79
ZNS1423,"Jobber Drill, 19/64in., Normal Helix, High Speed Steel, Black Oxide",2.69
ZNS1424,Safety Eyewear Voucher,36.81
ZNS1425,VDU Eyecare eVouchers,17.0
ZNS1426,"3M 7503 Soft Silicone Half Face Mask, Large",27.9
ZNS1427,Builders Skip,230.0
ZNS1428,push bar to open sign,6.75
ZNS1429,pull to open sign,6.75
ZNS1430,Fire Exit Keep Clear Rigid PVC Sign 450mm x 150mm,9.21
ZNS1431,Fire Exit Arrow Right Rigid PVC Sign 450mm x 150mm,14.0
ZNS1432,XXXL - Orange Hi-Vis executive vest ,4.25
ZNS1433,3m length - Galvanised spiral duct - 150 mm,33.5
ZNS1434,90 DEGREE PRESSED BEND - 150MM,10.74
ZNS1435,BACKPLATE DUCT BRACKET KIT 150MM,5.8
ZNS1436,CHINA MAN HAT / WEATHER COWL WITH MESH 150MM,45.45
ZNS1437,MALE COUPLER 150MM,3.58
ZNS1438,Box Packaging & Lid,10.6
ZNS1439,Bespoke box for the 80 hook flat pack stand,5.72
ZNS1440,Visitor Log Book Guest Sign In and Sign Out Register for Offices,9.0083
ZNS1441,Draper 98920 110V Submersible Dirty Water Pump with Float Switch,95.825
ZNS1442,Digital Carbon Monoxide Detector CO Alarm Battery Powered,7.025
ZNS1443,Fire extinguisher test cert,25.0
ZNS1444,Replacement Foam Extinguisher,40.0
ZNS1445,Replacement C02 Fire Extinguisher,43.0
ZNS1446,Fire extinguisher service,54.0
ZNS1447,Haws 2024 Brochure,1.1201
ZNS1448,Bandsaw Blades 1/4? (.025 gauge) 120?/3048mm,11.46
ZNS1449,FIRE EXTINGUISHER: CO2 - PHS (82X202MM),3.77
ZNS1450,Foam Fire Extinguisher Photoluminescent Rigid PVC Sign 82 x 202mm,5.29
ZNS1451,Post-it Recycled Ast Colour 76x127mm 100 Sheet (Pack of 16),44.99
ZNS1452,4.0mm LN E/MILL F/SHK TiALN,13.84
ZNS1453,safety yellow flortred floor paint 5 litre,60.81
ZNS1454,Tile Red flortred floor paint 5 litre,60.81
ZNS1455,Mild Steel Flash Ground 300mm dia x 16mm depth,39.0
ZNS1456,240 mm dia x 25 mm depth mild steel flash ground,32.0
ZNS1457,240 mm dia x 16 mm depth mild steel flashground,25.0
ZNS1458,210 mm dia x 12 mm depth Mild Steel Flash Ground,16.5
ZNS1459,125 mm dia x 16 mm depth Mild Steel Flash Ground,12.0
ZNS1460,125 mm dia x 12 mm depth Mild Steel Flash Ground,12.0
ZNS1461,M6 x 60mm Anchor Bolts (box of 50),41.45
ZNS1462,Building Sand (25kg bag),2.158
ZNS1463,Red Engineering Brick,0.65
ZNS1464,Powder - Pure Red (RAL 3028G),17.85
ZNS1465,Powder - Bright Orange (RAL2008G),17.85
ZNS1466,Powder - Rape Yellow (RAL1021G),17.85
ZNS1467,"Hex Key, L-Handle, Hex Ball, Metric, 1.5-10mm, 9-piece",10.76
ZNS1468,"Hex Key, L-Handle, Hex Ball, Imperial, 5/64-3/8"", 9-piece",12.02
ZNS1469,"Metric, Combination Spanner Set, 6 - 19mm, Set of 14, Chrome Vanadium Steel",15.03
ZNS1470,"Pro-Torq, Parallel/Phillips, Screwdriver Set, Set of 9",13.09
ZNS1471,"Adjustable Spanner, Steel, 6in./150mm Length, 24mm Jaw Capacity",15.03
ZNS1472,"Ball Pein Hammer, 1/4lb, Hickory Shaft, Polished Face",8.91
ZNS1473,"Cantilever Tool Box, Steel, (L) 430mm x (W) 205mm x (H) 205mm",22.3
ZNS1474,"Bob, Cylindrical, Felt, 24 x 24mm, 6mm Shank",2.9
ZNS1475,"Coated Sheet, 230 x 280mm, Silicon Carbide, P800, Wet & Dry",10.41
ZNS1476,"Coated Sheet, 230 x 280mm, Silicon Carbide, P400, Wet & Dry",10.41
ZNS1477,"Coated Sheet, 230 x 280mm, Silicon Carbide, P1200, Wet & Dry",10.41
ZNS1478,LLG-25x51 GREEN DIE SPRING - LIGHT LOAD,2.8
ZNS1479,5 ltr Royal blue gloss paint,45.38
ZNS1480,5ltr Clear varnish,42.95
ZNS1481,"DNMG 150608-NM6, Turning Insert, Grade QX530, Carbide, 55° Rhombic",11.24
ZNS1482,60cm x 60cm slab,5.02
ZNS1483,TAK Cloths - Pack of 50,16.5
ZNS1484,5/8 x 26 BSB Tap,24.17
ZNS1485,Q Connect DL Envelopes Recycled,11.33
ZNS1486,Gema Powder Hose 10/15mm (priced per metre),9.64
ZNS1487,10mm x 75mm floorbolts (rawlbolts),17.5
ZNS1488,2440mm x 1220mm 6mm ply,12.0
ZNS1489,4.2mm x 25mm self tapping screw,0.1
ZNS1490,20mm x 210mm SDS masonry drill ,20.22
ZNS1491,black gloss 5 litre,45.38
ZNS1492,Trojan 150 industrial gear oil ,2.37
ZNS1493,2362mm (93”) 19mm (3/4) 10/14 Variable Tpi Metal Cutting Bandsaw Blade,22.05
ZNS1494,"4 x 2 "" stumps 2.4 metres in length",4.344
ZNS1495,8 x 4 MDF sheets 6mm thick,12.0
ZNS1496,8 x 4 MDF sheets 18mm thick,27.5
ZNS1497,"Z Barrier, PVC, Red/White",16.0
ZNS1498,"Photo Studio Seamless Background Paper Backdrop 1.35x10m, Arctic White, 93",31.66
ZNS1499,Spiral 3000 LG,56.63
ZNS1500,Rain Cowl 0300,65.27
ZNS1501,6009 DEEP GROOVE BALL BEARING,9.69
ZNS1502,"Stem Cone shaped, Combination Edge & Centre Finder, 0.1969in",14.06
ZNS1503,"Stem Parallel-ended, Edge Finder, 10mm",12.89
ZNS1504,"Regular, Slot Drill, 6mm, 2fl, Plain Round Shank, Carbide, Uncoated",23.05
ZNS1505,"Regular, Slot Drill, 5mm, 2fl, Plain Round Shank, Carbide, Bright",12.95
ZNS1506,"Regular, Slot Drill, 8mm, 2fl, Plain Round Shank, Carbide, Bright",16.94
ZNS1507,"Regular, Slot Drill, 12mm, 2fl, Plain Round Shank, Carbide, Bright",35.96
ZNS1508,"DIN9861D-0,82-8,71-M2 (F2 pierce tool)",9.5
ZNS1509,LACK wll shlf 110x26 white/high-glos,14.16
ZNS1510,PERSBY wll shlf 59x26 white,10.0
ZNS1511, LACK N wll shlf 30x26 white,4.16
ZNS1512, SOLHETTA E27 806 lm 4000 K globe opalwhi 2-p UK,4.16
ZNS1513, TERTIAL work lamp dark grey GB,10.83
ZNS1514,HAWS Logo Sign Illuminated ,0.0
ZNS1515,HAWS Logo Sign Acrylic,0.0
ZNS1516,HAWS Roundel Sign Acrylic,0.0
ZNS1517,"Metric Coarse, Threading Die, M10 x 1.5, High Speed Steel, Right Hand",32.66
ZNS1518,"Plug Tap, 12mm x 1.25mm, Straight Flute, Metric Fine, High Speed Steel, Bright",15.41
ZNS1519, Urethane Sheet 80 Shore,46.4
ZNS1520,1200X800 GRADE B STAMPED ,7.0
ZNS1521,Rampmat Anti-Fatigue Mat 0.8m x 1.2m,45.1
ZNS1522,Single Core Solder Rosin Cored Wire Brass / Copper 3.25mm / 3kg reel (Stocked per reel),98.96
ZNS1523," MFC-3-65-0,5-M2, Punch-Flexible B13 H5 T5  TiN COATED (F1 punch)",24.0
ZNS1524,DCS Pack of 10 Plastic Water Spray Bottles for Cleaning 750ml – Hand Trigger Empty Spray Bottles for Gardening and Home Cleaning,14.094
ZNS1525,Pillar Pressfit 019-045 ,5.88
ZNS1526, Bush Pressfit O/D30- BP-019-060,8.1
ZNS1527, Pillar pressfit- PP-020-145,5.88
ZNS1528,Bush Pressfit O/D30- BP-020-060,8.1
ZNS1529, 25mm thick Urethane sheet 90 SHORE,57.6
ZNS1530,Hycote XUK0272 Gloss Black Fast Drying Spray Paint 400ml,4.9975
ZNS1531,"DEWINNER Rotary Multi-Tool, 135W 6 Variable Speed 8000-35000 RPM, 233 pcs Accessories Mini Tool Kit Set Case, DIY Creation for Craft Project Functional Polishing Cleaning Cutting Sanding Carving",31.99
ZNS1532,"155 Pieces Wool Felt Polishing Pad Kit, Abrasive Felt Buffing Wheel Felt Polishing Wheel with Replacement Shank Buffing Wheel Set for Jewellery Wood Polishing",11.36
ZNS1533,BXI Ceramic Fiber Thermal Insulation Board(1500°C) - 30cmx20cm,14.99
ZNS1534,M6 (6mm x 35mm) Black Zinc Flake 8.8 Allen Socket Cap Head Screws ,0.2495
ZNS1535,Locking Ring,18.25
ZNS1536,"Amtech G3645 91cm (36"") Strong arm Wrecking bar",13.66
ZNS1537,A3 Laminator Machine,29.99
ZNS1538,First Aid Alcohol Free Wipes - Box of 100,4.1249
ZNS1539, 10mm thick Urelast sheet 90 SHORE-FB78000102,39.0
ZNS1540,"SIP 24"" X 36"" Welding Apron",8.72
ZNS1541,7625 Mellows Ear Plugs (pk250),33.78
ZNS1542,"Kennedy, Welders Sleeves, Grey, Leather, 455mm, Elasticated Cuff",7.75
ZNS1543,1 inch - Elora AF Imperial Long Combination Spanner Chrome Vanadium Hardened Steel,21.4666
ZNS1544,"Ear Defenders, Over-the-Head, No Communication Feature, Yellow Cups",4.93
ZNS1545,75mm x M14Twist Knot Cup Brush 50 SWG,8.91
ZNS1546,622151-0102 100mmx13mm WIRE WHEEL,10.66
ZNS1547,3.5mm X 25mm screw (200 per box),1.9
ZNS1548,Noise Level of 80dB or above Rigid PVC Warning Sign 148mm x 210mm,8.04
ZNS1549,"Sindanyo H91 Cement Thermal Insulating Sheet, 300mm x 295mm x 10mm",107.81
ZNS1550,"RS PRO Expandable Braided Fibreglass Natural Cable Sleeve, 10mm Diameter, 5m Length",14.61
ZNS1551,"TE Connectivity STRATO-THERM Butt Wire Splice Connector, Nickel Plated 12 ? 10 AWG",0.973
ZNS1552,"RS PRO Braided Acrylic Fibreglass Black Cable Sleeve, 4mm Diameter, 5m Length",4.873
ZNS1553,"20""x30"" MEDIUM DUTY POLYTHENE BAGS ",0.2158
ZNS1554,"MCSAP-2-41-0,5-M2- CLOSE SPACE POINTED PUNCH  SBR9",18.9
ZNS1555,Hi-Visibility Clothing Must be Worn Rigid PVC Sign 210mm x 297mm,7.07
ZNS1556,CCTV in Operation Rigid PVC Warning Sign 300mm x 400mm,8.24
ZNS1557,"Q-Connect A4 Project Folder - Blue, Pack of 25",4.825
ZNS1558,ACCIDENT CAMERA KIT,18.5416
ZNS1559, Urethane Sheet 90 Shore 10x641x250mm,75.0
ZNS1560, Urethane Sheet 90 Shore 15x641x250mm,112.0
ZNS1561,Loose-Leaf Paper Hole Reinforcement Ring Labels Stickers Self-Adhesive Hole Punch Protector 250 Pack Waterproof Self Adhesive Ring Hole Page Reinforcers Stickers,2.7
ZNS1562,"Swpeet 120Pcs 6 Sizes Metal Screw-in Ceiling Hooks Cup Hooks Kit, Gold Ceiling Cup Hooks Self-Tapping Screws Hooks",6.68
ZNS1563,"GODESON Tyre Tread Depth Gauge UK, 6-Sided Smart Color Coded Tyre Depth Gauge UK, Tyre Depth Measurement Tool in 25MM/32nds",3.26
ZNS1564,M6 Brass Dome Nut,0.15
ZNS1565,STRAP SEALS | 16MM X 25MM (LAP OVER) (STEEL BANDING),23.5
ZNS1566, STRAP STEEL | 16MM X 0.5MM X 332M | RIB WOUND | 21KG |,45.95
ZNS1567,STEEL BANDING TENSIONER | FOR UP TO 19MM STRAP,76.02
ZNS1568, STEEL BANDING TROLLEY | FOR 19MM STEEL RIBBON WOUND,135.0
ZNS1569," PUNCH 322A/FS- DIN9861C-0,6-3,0-60-12-M2",15.0
ZNS1570,EXACT HSS Cone Cutter 24mm x 40mm,54.1
ZNS1571,EarthWorks Safety - EarthWorks File Adults Black Leather Safety Shoe - Size 8 UK - Black,0.0
ZNS1572,"Air Hose, Nylon, Yellow, 7.5m, 6.4mm, 250psi, 70°C",16.48
ZNS1573,"Lepro Bayonet Light Bulbs, 40W Equivalent, Warm White 2700K, 4.9W 470lm B22 LED Bulb, G45 Golf Ball Energy Saving Lightbulbs, 180° Wide Beam, Non-dimmable, Pack of 6",8.32
ZNS1574,Cut level B Grey Glove - size 8,2.4
ZNS1575,Cut level B - Grey Glove - Size 10,2.4
ZNS1576,Sealey Air Belt Sander 10 x 330mm,111.66
ZNS1577,A4 Plastic Value Punched Punch Pockets 10-15 Sheets 30 Micron for Folders Filing Wallets Sleeves (pack of 100),5.6166
ZNS1578,Ladder Inspection Labels Safety Stickers for Ladders 8.5 x 2 Inch Red Safety Inspection Tags Stickers Vinyl Maintenance Labels Ladder Inspection Tags for Industrial 50,5.6583
ZNS1579,STEBRUAM Sanding Belt 10 x 330 mm (pack of 30),0.3
ZNS1580,Crown Green Polishing Bars (25 per carton),72.9
ZNS1581,"Q-Connect Hardback Wirebound Book, A5, Black, Pack of 3",6.866
ZNS1582,"Q-Connect Hardback Wirebound Book, A4, Black, Pack of 3",10.25
ZNS1583,HEAVY DUTY SEALER FOR 19mmSTEEL STRAPPING,80.02
ZNS1584,Rosin Cored Lead Free Solder Wire 1.2mm dia. -  3 Kg Reel - 99C,170.85
ZNS1585,No unauthorised entry safety sign - 1.2mm Rigid plastic 300mm x 200mm,3.99
ZNS1586,"Black Safety Hasp & Staple - 150mm/6"" - Heavy Duty Padlock Latch",5.2583
ZNS1587,Gatuida 24 Pcs Safety Warning Labels Stickers Warning Hands Pinch Sticker Hand Pinch Equipment Decals Warning Sticker Warning Sign Sticker Adhesive Hand Safety Labels Self-adhesive Vinyl,15.49
ZNS1588,"Hilka 70828050 Weather Resistant Keyed Alike Padlock (2-Piece), Yellow, 50mm",9.8
ZNS1589,Merriway BH06853 (2 Pcs) Gate Hinges Heavy Duty Hook and Band Cranked Necked Black 400mm (16 Inch) - Pack of 2 Pieces,14.7
ZNS1590,"5"" post fixing screws",0.62
ZNS1591,10mm x 100mm floor bolts,1.38
ZNS1592,Bosch 16 x 250 x 315mm SDS plus-3 Steel Hammer Drill Bit,8.03
ZNS1593,6MS HOSE CLIP ZINC PLATED (BZP) MILD STEEL 110mm - 140mm,1.43
ZNS1594,7SS HOSE CLIP GRADE 304 STAINLESS STEEL 135mm - 165mm,3.82
ZNS1595,"Hazardous Substance Cupboard, Steel, Yellow, 900 (H) x 460 (W) x 460mm (D), 190L",210.49
ZNS1596,Bondloc B542 Hydraulic Thread Sealant,13.34
ZNS1597,Air Belt Sander Pulley Wheel Replacement For 10mm 330mm Belt Sander Sanding Belt,4.29
ZNS1598,Epoxy Cleaner,49.4
ZNS1599,Replacement Dry Powder Fire Extinguisher,40.0
ZNS1600,Powerheart G3 intelliSense Lithium 4-Year Battery,325.0
ZNS1601,Powerheart G3 Adult Defibrillation Pads,49.0
ZNS1602,"RS PRO 500mA T Glass Cartridge Fuse, 5 x 20mm (pack of 10)",2.77
ZNS1603,110 volt - 100psi pump unit,0.0
ZNS1604,bowl filter ,5.53
ZNS1605,No mobile phones prohibition sign - 100mm diameter circles - Self adhesive vinyl stickers (pack of 10),3.666
ZNS1606,"Danger Electrical Hazard Stickers, 150x100mm Self-Adhesive (pack of 10)",5.825
ZNS1607,Face masks must be worn 135mm x 180mm - (pack of 5),7.2916
ZNS1608,Mind your head sign - (Pack of 4),4.4916
ZNS1609,"Hycote Brush and Scratch Repair Nib Touch Up Paint, Gloss Black, 12.5 ml",3.99
ZNS1610,MILEQEE Double Sided Tape Heavy Duty 30mm ×20m Mounting Tape White Universal High Strength,7.49
ZNS1611,Draper Redline 10mm Combination Spanner,2.858
ZNS1612,"SORAKO Ratchet Spanner 10 mm, Combination Spanner Fixed Head Ratchet Spanner Combination Wrench",3.325
ZNS1613,"Bench Stone, Rectangular, Aluminium Oxide, Combination, 150 x 50 x 25mm",21.91
ZNS1615,"751, Paint Marker, White, Permanent, Bullet Tip, Single",4.65
ZNS1616,"Grinding Wheel, 180 x 13 x 31.75mm, A80, Aluminium Oxide",7.62
ZNS1617,"Grinding Wheel, 180 x 20 x 31.75mm, C60, Silicon Carbide",13.95
ZNS1618,"Dresser, Diamond Single Point, 0.75ct, 152 x 12.7mm",27.25
ZNS1619,"Deskit Laminating Pouches A4, Glossy, 120 Sheets, 100 Microns",5.53
ZNS1620,"Bench Stone, Rectangular, Aluminium Oxide, Fine, 150 x 50 x 25mm",16.77
ZNS1621,"Digital Vernier Caliper, Preciva 150mm Electronic Micrometer Calipers",0.0
ZNS1622,Draper Redline 68414 300 mm Hacksaw Blades (5-Piece),0.0
ZNS1623,"Universal Small Table Base Dial Test Indicator Magnetic Base + Lever Dial Indicator, (DTI)",0.0
ZNS1624,Sourcing map 50pcs 5mm 440C Stainless Steel Bearing Balls G25 Precision,0.0
ZNS1625,"High Speed Steel, Saw Blade, For Hacksaw, 300mm",0.0
ZNS1626,3/4in.Laminating Brush,0.0
ZSERV10004,Services - General Labour,0.0
ZSERV10006,Services - General Services,0.0
ZSERV10009,Services - Delivery,0.0
ZSERV10569,Electric Drive for Roller Shutter,0.0
ZSERV10600,Electrification of Canopy outer door,0.0
ZSERV20001,Purchase Services - Property Maintenance & Repairs,0.0
ZSERV20002,Purchase Services - Machinery Repairs,0.0
ZSERV20003,Internal Training,0.0
ZSERV20004,Health & Safety Consultancy,0.0
ZSERV20005,Property Services - Alarm & Fire Monitoring + Annual Comms,112.0
ZSERV20006,Fire & Alarm Service (Bi Annual),257.64
ZSERV20007,Fire Link Installation,175.0
ZSERV20008,Annual cctv service,188.0
ZSERV20009,Annual gas safety inspection / Tightness Test,560.0
ZSERV20010,Plant & Electrical Installation / Inspection,1042.36
ZSERV20011,Human Resources Consultation,110.0
ZSERV20012,Waste Disposal,65.0
ZSERV20013,Manufacturing Samples supplied,100.0
ZSERV20014,External Groundworks,250.0
ZSERV20015,Environmental Charge,15.5
ZSERV20016,Herbicidal Treatment,4500.0
ZZZ00001,Delete - Test Non Stock Variant,0.0
ZZZ10001,Delete - 2018 Lookbook ,0.1726
ZZZ10056,Delete - Small Web Carton,0.0
ZZZ10058,Delete - Large Web Carton,0.0
ZZZ10070,Delete - 100-2-LIL Can with Rose,1.078
ZZZ102066,Broom-delete,7.4916
ZZZ10266,Delete - Subcontract - Moulded Rose - 450 Green,0.0
ZZZ10327,Delete - Bait Box - Lid ,0.0
ZZZ10352,Delete - Shoe Box Base & Lid Carton,0.63
ZZZ10354,Delete - Indoor Shoe Box Strap ,0.1168
ZZZ10374,Delete - 2915 Lid Carton,0.134
ZZZ10375,Delete - 2915 Base Carton,0.372
ZZZ10379,Delete - Biodegradable Paper Tape,2.5
ZZZ10385,"Delete - RS PRO M20 Cable Gland With Locknut, Nylon, IP68",0.772
ZZZ10396,Delete - 250 Fitment,0.23
ZZZ10399,Delete - Ladies Leather Gauntlet ,9.0
ZZZ10400,Delete - HL00 Fitment,0.19
ZZZ10401,Delete - Shoe Box Web Carton,0.325
ZZZ10402,Delete - Medium Web Carton,0.298
ZZZ10409,Delete - 450 Carton,0.392
ZZZ10410,Delete - Small 3 Year Wrap ,0.0619
ZZZ10411,Delete - 660 Can Green ,2.56
ZZZ10413,Delete - 660 Trade Carton,0.825
ZZZ10415,Delete - Large 3 Year Wrap ,0.0619
ZZZ10416,Delete - 660 Can Red ,2.61
ZZZ10422,Delete - Medium 3 Year Wrap ,0.0619
ZZZ10423,Delete - Medium 5 Year Wrap ,0.0619
ZZZ10424,Delete - 850-Deluxe Carton,0.698
ZZZ10428,Delete - 170-1.5-RED Deluxe Body Red ,1.281
ZZZ10429,Delete - 170-1.5-RED Deluxe Lid Red ,0.743
ZZZ10431,Delete - 170-1.5-SAG Deluxe Body Sage ,1.251
ZZZ10432,Delete - 170-1.5-SAG Deluxe Lid Sage ,0.723
ZZZ10436,Delete - 188-1 Carton,1.15
ZZZ10452,Delete - 188-2 Carton,1.12
ZZZ10456,Delete - AEPU Body Carton,0.8
ZZZ10457,Delete - AEPU Header Carton,0.65
ZZZ10458,Delete - AEPU Outer Cover Carton,1.19
ZZZ10459,Delete - AEPU Layer Card Carton,0.105
ZZZ10460,Delete - AEPU Body ,0.0
ZZZ10462,Delete - AEPU 100-2 Base ,0.0
ZZZ10523,Delete - No.2-3 Downspout Red ,0.0516
ZZZ10524,Delete - No.2-3 Downspout Sage ,0.0508
ZZZ10527,"Delete-Poly Bag - 7 x 5"" ",0.0
ZZZ10533,Delete-Poly Bag - Watering Can Spout End ,0.0069
ZZZ10543,Delete - Spray Lance End Cap  ,0.0
ZZZ10549,Delete - Brass Rod – 25mm Dia. (Round) (Stocked per KG),4.47
ZZZ10552,"Delete - Brass Tube - 3/8""OD x 0.260""ID (Stocked per KG)",9.05
ZZZ10564,Delete - Brass Hex – 18mm A/F (Hex) (Stocked per KG),5.04
ZZZ10579,Delete - Hosepipe Male Snap-on Connector ,0.0
ZZZ10584,Delete - Stainless Steel Tube - 10mm Dia. (Stocked per Meter),0.0
ZZZ10589,"Delete - Pattress Back Box – 29mm, White, Omega 1 Gang ",0.44
ZZZ10590,"Delete - Pattress Back Box – 19mm, White, Omega 1 Gang  ",0.44
ZZZ10592,"Delete - Nyloc Nut - M4, Steel, Bright Zinc Plated, Grade 8 ",0.084
ZZZ10593,Delete - Flexible Ducting - Concure (Stocked per Meter),2.6925
ZZZ10594,"Delete - Self Adhesive Stick On Hook Tape - 16mm x 25m, White, FASTNA Brand  (Stocked per Meter)",0.2796
ZZZ10595,"Delete - Dome Nut - M4, Mild Steel, Bright Zinc Plated ",0.208
ZZZ10597,Delete - Concure Carton,0.95
ZZZ10598,Delete - Penny Washer - M4 x 14 x 1.10mm Bright Zinc ,0.12
ZZZ10599,"Delete - Woodscrew - 4.0 x 40, Panhead, Twinthread, Bright Zinc ",0.248
ZZZ10600,Delete - Foam Sheet - 1m x 1m x 10mm (Stocked per M2),52.48
ZZZ10601,Delete - Pre Gal. Steel Sheet - 0.8mm (Stocked per KG),0.52
ZZZ10602,Delete - Pre Gal. Steel Mesh Sheet - 0.7mm (Stocked per M2),7.424
ZZZ10603,"Delete - PVC Sleeving - 5mm (Stocked per Meter, 1 Roll = 100m)",0.066
ZZZ10604,"Delete - Plug Top Fuse – 3A, Lawson  ",0.9
ZZZ10605,"Delete - Unswitched Fused Spur - Omega 13A,  White ",1.5
ZZZ10606,Delete - Sew On Loop Tape - 16mm Wide White FASTNA Brand (Stocked per Meter),0.12
ZZZ10607,Delete - Synthetic White Filter Media 12mm Deep (Stocked per M^2),1.75
ZZZ10608,"Delete - Self Tapping Screw - 4 x 1/4"" (2.9x6.5mm), Steel, Bright Zinc Plated ",0.041
ZZZ10609,Delete - Omega 10A 1 Gang 1 Way Light Switch White ,7.92
ZZZ10610,"Delete - Self Tapping Screw - 4 x 3/8"" (2.9x10mm), Steel, Bright Zinc Plated ",1.8445
ZZZ10611,"Delete - 3 Core Cable - 0.75mm2, PVC, Round, Flexible, Black (Stocked per Meter)",0.24
ZZZ10612,"Delete - Self Tapping Screw - 4 x 1/2"" (2.9x12mm), Steel, Bright Zinc Plated ",2.3754
ZZZ10613,"Delete - 2 Core Cable  - 0.50mm2, PVC, Round, Flexible, Black (Stocked per Meter)",0.1823
ZZZ10614,"Delete - PETG Sheet - 2mm, Clear  (2050mm x 1250mm) Film x 2",26.0
ZZZ10615,Delete - Aluminium Sheet - 1.5mm (Stocked per M2),0.0
ZZZ10616,Delete - Red Female Spade Terminal - ¼” ,0.1174
ZZZ10617,Delete - Single Core Wire (Concure),0.11
ZZZ10618,"Delete - Pan Head Taptite Screw - M3.5 x 6mm, Bright Zinc ",0.108
ZZZ10619,"Delete - Socket Cap Screw - M6 x 16, High Tensile 12.9 ",0.028
ZZZ10620,"Delete - Cable Tie - 730x4.8mm (29"") ",0.1272
ZZZ10621,"Delete - Insulation Tape - 19mm x 5m, Black ",0.39
ZZZ10622,"Delete - Drywall Screw - 3.5 x 32mm, Bright Zinc Plated  ",0.097
ZZZ10623,Delete - Plasterboard Plug - Rawl 10-408 ,0.0307
ZZZ10624,Delete - PVC Sheet - 1.5mm White (2440mm x 1220mm) Film x 1,17.9
ZZZ10630,Delete - Brass Rod - 1 1/4” Dia. (Round) (Stocked per KG),0.0
ZZZ10636,Delete - Carton – Tamper Resistant Bait Box Shoe ,0.3
ZZZ10638,Delete - 0.9mm x 380mm x 240mm Galv Blank (Stocked per KG),0.52
ZZZ10639,Delete - Powder - White (Stocked per KG),3.55
ZZZ10641,Delete - Screw – 3.5mm x 20mm CSK Cross ,0.0073
ZZZ10644,Delete - Copper Blocker ,18.5
ZZZ10645,Delete - Copper Blocker Carton,0.868
ZZZ10646,Delete - Pre Galv. Steel Strip - 60 x 600mm  (Stocked per Piece),0.37
ZZZ10647,Delete - V Bolt – M8 x 60mm Pitch ,0.4788
ZZZ10648,Delete-Poly Bag – Watering Can ,0.45
ZZZ10656,Delete - Bait Box - Insert ,0.0
ZZZ10657,"Delete - Rivet – 5/32"" x ¼” Soft Alum. Flat Head ",0.0
ZZZ10660,Delete - Bait Box - Body Raised,0.0
ZZZ10664,Delete - Bait Box - Lid Blank (Stocked per Piece),0.38
ZZZ10666,Delete - Bait Box - Warning Label (Greece) ,0.0
ZZZ10667,Delete - Bait Box - Warning Label (Spain) ,0.0
ZZZ10668,Delete - Bait Box Carton,0.0
ZZZ10669,Delete - Bait Box - Warning Label (Italy) ,0.0
ZZZ10670,Delete - Bait Box - Warning Label (German) ,0.0
ZZZ10674,Delete - Pre Galv. Steel Strip - 1 x 180 x 106mm Pitch Multis. (Stocked per KG),0.595
ZZZ10675,Delete - FT80 Cable Ties  ,0.0222
ZZZ10676,"Delete - Poly Bag - 10 x 15"" Medium Duty ",0.0
ZZZ10677,Delete - Fly Box - Lock ,0.6598
ZZZ10678,Delete - Fly Box - Lid Label ,0.031
ZZZ10679,Delete - Fly Box Carton,1.94
ZZZ10682,Delete - Fly Box – Back Plate Blank,0.595
ZZZ10684,Delete - Fly Box Key – Quarter Turn Spring Loaded ,0.6717
